,Date,US30_des,lastday_des,vix,weekday,A300_des
472,2014-12-19,0xb3,-0xb1,1,4,0xb3
473,2014-12-22,0xa0,0xb3,1,0,-0xa2
474,2014-12-23,0xb2,-0xa2,1,1,-0xb2
475,2014-12-24,0xb0,-0xb2,1,2,-0xb3
476,2014-12-25,-0xb0,-0xb3,1,3,0xb3
477,2014-12-26,-0xb0,0xb3,1,4,0xb3
478,2014-12-29,0xb0,0xb3,1,0,-0xb3
479,2014-12-30,-0xb0,-0xb3,1,1,0xa2
480,2014-12-31,-0xb0,0xa2,1,2,0xb3
481,2015-01-05,-0xb2,0xb3,2,0,0xb3
482,2015-01-06,-0xb3,0xb3,2,1,0xb2
483,2015-01-07,-0xb2,0xb2,2,2,0xb1
484,2015-01-08,0xb3,0xb1,2,3,-0xb3
485,2015-01-09,0xb3,-0xb3,1,4,-0xa2
486,2015-01-12,-0xb2,-0xa2,1,0,-0xb1
487,2015-01-13,-0xb1,-0xb1,2,1,0xb0
488,2015-01-14,-0xa2,0xb0,2,2,-0xb1
489,2015-01-15,-0xb2,-0xb1,3,3,0xb3
490,2015-01-16,-0xb1,0xb3,3,4,0xb1
491,2015-01-19,0xb3,0xb1,2,0,-0xb3
492,2015-01-20,0xb3,-0xb3,2,1,0xb3
493,2015-01-21,-0xa2,0xb3,2,2,0xb3
494,2015-01-22,0xb0,0xb3,2,3,0xb1
495,2015-01-23,0xb3,0xb1,1,4,-0xb0
496,2015-01-26,-0xb2,-0xb0,1,0,0xb2
497,2015-01-27,0xa0,0xb2,1,1,-0xb3
498,2015-01-28,-0xb3,-0xb3,1,2,-0xb1
499,2015-01-29,-0xb3,-0xb1,2,3,0xa2
500,2015-01-30,0xb3,0xa2,2,4,-0xb3
501,2015-02-02,-0xb3,-0xb3,2,0,-0xa2
502,2015-02-03,0xb3,-0xa2,2,1,0xb3
503,2015-02-04,0xb3,0xb3,1,2,-0xb3
504,2015-02-05,0xa1,-0xb3,1,3,-0xb3
505,2015-02-06,0xb3,-0xb3,1,4,-0xb3
506,2015-02-09,-0xb0,-0xb3,1,0,0xb3
507,2015-02-10,-0xb1,0xb3,2,1,0xb3
508,2015-02-11,0xb2,0xb3,1,2,0xb1
509,2015-02-12,-0xa0,0xb1,1,3,0xb0
510,2015-02-13,0xb1,0xb0,1,4,0xb0
511,2015-02-16,0xb0,0xb0,1,0,0xb2
512,2015-02-17,0xb0,0xb2,1,1,0xb0
513,2015-02-25,0xa0,0xb0,1,2,-0xb3
514,2015-02-26,0xb0,-0xb3,0,3,0xb3
515,2015-02-27,-0xb0,0xb3,1,4,0xb0
516,2015-03-02,-0xb1,0xb0,0,0,-0xa1
517,2015-03-03,0xb2,-0xa1,0,1,-0xb3
518,2015-03-04,-0xb1,-0xb3,0,2,0xb1
519,2015-03-05,-0xb1,0xb1,1,3,-0xb1
520,2015-03-06,0xb0,-0xb1,1,4,-0xb1
521,2015-03-09,-0xb3,-0xb1,1,0,0xb3
522,2015-03-10,0xb2,0xb3,1,1,-0xa1
523,2015-03-11,-0xb3,-0xa1,1,2,0xa2
524,2015-03-12,-0xa0,0xa2,1,3,0xb2
525,2015-03-13,0xb3,0xb2,1,4,0xb1
526,2015-03-16,-0xb2,0xb1,1,0,0xb3
527,2015-03-17,0xb3,0xb3,1,1,0xb1
528,2015-03-18,-0xb1,0xb1,1,2,0xb3
529,2015-03-19,0xb3,0xb3,1,3,-0xb0
530,2015-03-20,-0xb1,-0xb0,1,4,0xb2
531,2015-03-23,0xb2,0xb2,0,0,0xb3
532,2015-03-24,-0xb0,0xb3,0,1,-0xa2
533,2015-03-25,-0xb1,-0xa2,0,2,-0xb1
534,2015-03-26,-0xb3,-0xb1,1,3,0xb2
535,2015-03-27,-0xb0,0xb2,1,4,0xb1
536,2015-03-30,0xb0,0xb1,1,0,0xb3
537,2015-03-31,0xb3,0xb3,1,1,-0xb3
538,2015-04-01,-0xb3,-0xb3,1,2,0xb3
539,2015-04-02,-0xb1,0xb3,1,3,-0xb1
540,2015-04-03,0xb1,-0xb1,1,4,0xb3
541,2015-04-07,0xb1,0xb3,1,1,0xb3
542,2015-04-08,-0xa0,0xb3,1,2,0xb1
543,2015-04-09,0xa0,0xb1,1,3,-0xb3
544,2015-04-10,0xb0,-0xb3,0,4,0xb3
545,2015-04-13,0xb1,0xb3,0,0,0xb1
546,2015-04-14,-0xb1,0xb1,0,1,0xa2
547,2015-04-15,0xb0,0xa2,1,2,-0xb3
548,2015-04-16,0xb1,-0xb3,0,3,0xb3
549,2015-04-17,-0xa0,0xb3,0,4,0xb1
550,2015-04-20,-0xb3,0xb1,1,0,-0xb3
551,2015-04-21,0xb3,-0xb3,0,1,0xb3
552,2015-04-22,-0xb1,0xb3,0,2,0xb3
553,2015-04-23,0xb1,0xb3,0,3,-0xb1
554,2015-04-24,0xa0,-0xb1,0,4,0xb1
555,2015-04-27,0xa0,0xb1,0,0,0xb3
556,2015-04-28,-0xb0,0xb3,0,1,-0xb3
557,2015-04-29,0xb1,-0xb3,0,2,0xb3
558,2015-04-30,-0xb0,0xb3,0,3,-0xb2
559,2015-05-04,-0xb3,-0xb2,1,0,0xb1
560,2015-05-05,0xb0,0xb1,0,1,-0xb3
561,2015-05-06,-0xb2,-0xb3,0,2,-0xb3
562,2015-05-07,-0xb1,-0xb3,1,3,-0xb3
563,2015-05-08,0xb1,-0xb3,1,4,0xb2
564,2015-05-11,0xb3,0xb2,0,0,0xb3
565,2015-05-12,-0xb1,0xb3,0,1,0xb3
566,2015-05-13,-0xa1,0xb3,1,2,-0xb1
567,2015-05-14,-0xa0,-0xb1,0,3,-0xb1
568,2015-05-15,0xb2,-0xb1,0,4,-0xb3
569,2015-05-18,0xb0,-0xb3,0,0,-0xa1
570,2015-05-19,0xb0,-0xa1,0,1,0xb3
571,2015-05-20,0xa0,0xb3,0,2,0xa2
572,2015-05-21,-0xb0,0xa2,0,3,0xb3
573,2015-05-22,-0xb0,0xb3,0,4,0xb3
574,2015-05-25,-0xb0,0xb3,0,0,0xb3
575,2015-05-26,-0xb0,0xb3,0,1,0xb3
576,2015-05-27,-0xb2,0xb3,1,2,-0xb1
577,2015-05-28,0xb1,-0xb1,0,3,-0xb3
578,2015-05-29,-0xb0,-0xb3,0,4,0xa2
579,2015-06-01,-0xb1,0xa2,0,0,0xb3
580,2015-06-02,0xa0,0xb3,1,1,0xb3
581,2015-06-03,-0xa1,0xb3,1,2,-0xb1
582,2015-06-04,0xb0,-0xb1,0,3,0xb1
583,2015-06-05,-0xb2,0xb1,1,4,-0xb1
584,2015-06-08,-0xb0,-0xb1,1,0,0xb3
585,2015-06-09,-0xb1,0xb3,1,1,-0xb3
586,2015-06-10,-0xa0,-0xb3,1,2,0xb2
587,2015-06-11,0xb3,0xb2,0,3,0xa2
588,2015-06-12,0xb0,0xa2,0,4,0xa1
589,2015-06-15,-0xb2,0xa1,0,0,-0xb3
590,2015-06-16,-0xb1,-0xb3,1,1,-0xb3
591,2015-06-17,0xb1,-0xb3,1,2,0xb3
592,2015-06-18,0xa0,0xb3,1,3,-0xb3
593,2015-06-19,0xb2,-0xb3,0,4,-0xb3
594,2015-06-23,-0xb1,-0xb3,0,1,0xb3
595,2015-06-24,0xb0,0xb3,0,2,0xb3
596,2015-06-25,-0xb2,0xb3,0,3,-0xb3
597,2015-06-26,-0xb1,-0xb3,0,4,-0xb3
598,2015-06-29,0xb0,-0xb3,1,0,-0xb3
599,2015-06-30,-0xb3,-0xb3,2,1,0xb3
600,2015-07-01,0xa0,0xb3,2,2,-0xb3
601,2015-07-02,0xb1,-0xb3,1,3,-0xb3
602,2015-07-03,-0xa0,-0xb3,1,4,-0xb3
603,2015-07-06,-0xa0,-0xb3,1,0,-0xb3
604,2015-07-07,-0xb0,-0xb3,1,1,0xb3
605,2015-07-08,0xb1,0xb3,1,2,0xb0
606,2015-07-09,-0xb3,0xb0,2,3,0xb3
607,2015-07-10,0xa2,0xb3,2,4,0xb3
608,2015-07-13,0xb3,0xb3,1,0,0xb3
609,2015-07-14,0xb3,0xb3,1,1,-0xb3
610,2015-07-15,0xb1,-0xb3,0,2,-0xb3
611,2015-07-16,-0xa0,-0xb3,0,3,0xb3
612,2015-07-17,0xb0,0xb3,0,4,0xb3
613,2015-07-20,-0xb0,0xb3,0,0,0xa2
614,2015-07-21,0xb0,0xa2,0,1,0xb3
615,2015-07-22,-0xb2,0xb3,0,2,0xb0
616,2015-07-23,-0xb1,0xb0,0,3,0xb3
617,2015-07-24,-0xb1,0xb3,0,4,-0xb3
618,2015-07-27,-0xb2,-0xb3,0,0,-0xb3
619,2015-07-28,-0xb1,-0xb3,1,1,0xb3
620,2015-07-29,0xb2,0xb3,1,2,0xb3
621,2015-07-30,0xb1,0xb3,0,3,-0xb3
622,2015-07-31,0xa0,-0xb3,0,4,0xb2
623,2015-08-03,-0xb1,0xb2,0,0,0xb3
624,2015-08-04,-0xb1,0xb3,0,1,0xb3
625,2015-08-05,-0xb0,0xb3,0,2,-0xb3
626,2015-08-06,-0xa1,-0xb3,0,3,0xb2
627,2015-08-07,-0xb2,0xb2,0,4,0xb2
628,2015-08-10,-0xb0,0xb2,0,0,0xb3
629,2015-08-11,0xb3,0xb3,0,1,-0xb1
630,2015-08-12,-0xb3,-0xb1,0,2,-0xb0
631,2015-08-13,0xa2,-0xb0,1,3,0xb3
632,2015-08-14,0xa0,0xb3,0,4,-0xb1
633,2015-08-17,0xb1,-0xb1,0,0,0xb1
634,2015-08-18,0xb1,0xb1,0,1,-0xb3
635,2015-08-19,-0xb0,-0xb3,0,2,0xb3
636,2015-08-20,-0xb2,0xb3,1,3,-0xb3
637,2015-08-21,-0xb3,-0xb3,2,4,-0xb3
638,2015-08-24,-0xb3,-0xb3,3,0,-0xb3
639,2015-08-25,-0xb3,-0xb3,3,1,-0xb2
640,2015-08-26,-0xb3,-0xb2,3,2,-0xb3
641,2015-08-27,0xb3,-0xb3,3,3,0xb3
642,2015-08-28,0xb3,0xb3,3,4,0xb3
643,2015-08-31,-0xa0,0xb3,3,0,0xb3
644,2015-09-01,-0xb1,0xb3,3,1,0xb3
645,2015-09-02,-0xb3,0xb3,3,2,0xb3
646,2015-09-07,0xb3,0xb3,3,0,-0xb3
647,2015-09-08,0xb3,-0xb3,3,1,0xb3
648,2015-09-09,0xb3,0xb3,3,2,0xb3
649,2015-09-10,-0xb3,0xb3,3,3,0xb0
650,2015-09-11,0xb1,0xb0,3,4,-0xa2
651,2015-09-14,0xb1,-0xa2,3,0,-0xb3
652,2015-09-15,-0xb1,-0xb3,3,1,-0xb3
653,2015-09-16,0xb3,-0xb3,3,2,0xb3
654,2015-09-17,0xb2,0xb3,2,3,-0xb3
655,2015-09-18,-0xb1,-0xb3,2,4,-0xa2
656,2015-09-21,-0xb3,-0xa2,3,0,0xb3
657,2015-09-22,0xb1,0xb3,2,1,0xb2
658,2015-09-23,-0xb2,0xb2,3,2,-0xb2
659,2015-09-24,-0xb0,-0xb2,3,3,0xa1
660,2015-09-25,-0xb0,0xa1,3,4,-0xb3
661,2015-09-28,0xb1,-0xb3,3,0,0xb1
662,2015-09-29,-0xb3,0xb1,3,1,-0xb1
663,2015-09-30,0xb0,-0xb1,3,2,0xb0
664,2015-10-08,0xb3,0xb0,3,3,-0xb2
665,2015-10-09,0xb2,-0xb2,1,4,0xb3
666,2015-10-12,0xb0,0xb3,1,0,0xb3
667,2015-10-13,0xb0,0xb3,1,1,0xb1
668,2015-10-14,-0xa0,0xb1,1,2,-0xb2
669,2015-10-15,-0xb2,-0xb2,2,3,0xb3
670,2015-10-16,0xb3,0xb3,1,4,0xb2
671,2015-10-19,0xb1,0xb2,1,0,-0xb1
672,2015-10-20,0xa0,-0xb1,1,1,0xb3
673,2015-10-21,-0xa0,0xb3,1,2,-0xb3
674,2015-10-22,-0xb0,-0xb3,1,3,0xb3
675,2015-10-23,0xb3,0xb3,1,4,0xb2
676,2015-10-26,0xb1,0xb2,1,0,-0xb2
677,2015-10-27,-0xb0,-0xb2,1,1,0xb1
678,2015-10-28,-0xb0,0xb1,1,2,-0xb3
679,2015-10-29,0xb3,-0xb3,1,3,-0xa2
680,2015-10-30,-0xa0,-0xa2,1,4,0xa2
681,2015-11-02,-0xb1,0xa2,1,0,-0xb1
682,2015-11-03,0xb2,-0xb1,1,1,-0xb1
683,2015-11-04,0xb1,-0xb1,1,2,0xb3
684,2015-11-05,-0xb0,0xb3,1,3,0xb3
685,2015-11-06,-0xa0,0xb3,1,4,0xb3
686,2015-11-09,0xb0,0xb3,1,0,0xb3
687,2015-11-10,-0xb2,0xb3,1,1,0xb1
688,2015-11-11,0xa0,0xb1,1,2,0xa2
689,2015-11-12,-0xb1,0xa2,1,3,-0xb3
690,2015-11-13,-0xb3,-0xb3,1,4,-0xb0
691,2015-11-16,-0xb3,-0xb0,2,0,0xb3
692,2015-11-17,0xb3,0xb3,2,1,-0xb2
693,2015-11-18,0xa1,-0xb2,2,2,-0xb3
694,2015-11-19,0xb3,-0xb3,1,3,0xb3
695,2015-11-20,-0xa0,0xb3,1,4,-0xa1
696,2015-11-23,0xb1,-0xa1,1,0,-0xb1
697,2015-11-24,-0xa0,-0xb1,1,1,0xb0
698,2015-11-25,0xb0,0xb0,1,2,0xb2
699,2015-11-26,-0xb0,0xb2,1,3,-0xb2
700,2015-11-27,-0xb0,-0xb2,1,4,-0xb3
701,2015-11-30,0xa0,-0xb3,1,0,0xb0
702,2015-12-01,-0xb1,0xb0,1,1,0xb2
703,2015-12-02,0xb2,0xb2,1,2,0xb3
704,2015-12-03,-0xb2,0xb3,1,3,0xb3
705,2015-12-04,-0xb3,0xb3,1,4,-0xb3
706,2015-12-07,0xb3,-0xb3,1,0,0xa1
707,2015-12-08,-0xb1,0xa1,1,1,-0xb3
708,2015-12-09,-0xb2,-0xb3,1,2,0xb1
709,2015-12-10,-0xb1,0xb1,2,3,-0xb0
710,2015-12-11,0xb1,-0xb0,2,4,0xa2
711,2015-12-14,-0xb3,0xa2,3,0,0xb3
712,2015-12-15,0xb1,0xb3,3,1,-0xb1
713,2015-12-16,0xb2,-0xb1,2,2,-0xb1
714,2015-12-17,0xb3,-0xb1,2,3,0xb3
715,2015-12-18,-0xb3,0xb3,2,4,0xb0
716,2015-12-21,-0xb3,0xb0,2,0,0xb3
717,2015-12-22,0xb1,0xb3,2,1,0xa1
718,2015-12-23,0xb2,0xa1,1,2,-0xb0
719,2015-12-24,0xb2,-0xb0,1,3,-0xb2
720,2015-12-25,-0xb0,-0xb2,1,4,0xa0
721,2015-12-28,-0xb0,0xa0,1,0,-0xb3
722,2015-12-29,-0xa0,-0xb3,1,1,0xb2
723,2015-12-30,0xb2,0xb2,1,2,0xa1
724,2015-12-31,-0xb1,0xa1,1,3,-0xb2
725,2016-01-04,-0xb2,-0xb2,2,0,-0xb3
726,2016-01-05,-0xb3,-0xb3,2,1,0xb3
727,2016-01-06,0xa1,0xb3,2,2,0xb3
728,2016-01-07,-0xb3,0xb3,2,3,-0xb3
729,2016-01-08,-0xb3,-0xb3,3,4,-0xb0
730,2016-01-11,-0xb3,-0xb0,3,0,-0xb3
731,2016-01-12,0xb0,-0xb3,3,1,0xa2
732,2016-01-13,0xb1,0xa2,3,2,-0xb3
733,2016-01-14,-0xb3,-0xb3,3,3,0xb3
734,2016-01-15,0xb3,0xb3,3,4,-0xb3
735,2016-01-18,-0xb3,-0xb3,3,0,0xb3
736,2016-01-19,-0xb3,0xb3,3,1,0xb3
737,2016-01-20,0xa2,0xb3,3,2,-0xb2
738,2016-01-21,-0xb3,-0xb2,3,3,-0xb3
739,2016-01-22,0xb2,-0xb3,3,4,-0xa2
740,2016-01-25,0xb3,-0xa2,3,0,-0xa2
741,2016-01-26,-0xb3,-0xa2,3,1,-0xb3
742,2016-01-27,0xb3,-0xb3,3,2,-0xb2
743,2016-01-28,-0xb3,-0xb2,3,3,-0xb3
744,2016-01-29,0xb1,-0xb3,3,4,0xb3
745,2016-02-01,0xb3,0xb3,2,0,-0xb3
746,2016-02-02,-0xa2,-0xb3,2,1,0xb3
747,2016-02-03,-0xb3,0xb3,2,2,0xb1
748,2016-02-04,0xb2,0xb1,3,3,0xb2
749,2016-02-05,0xb1,0xb2,3,4,-0xb1
750,2016-02-15,-0xb3,-0xb1,3,0,0xb3
751,2016-02-16,-0xb3,0xb3,3,1,0xb3
752,2016-02-17,0xb3,0xb3,3,2,0xb2
753,2016-02-18,0xb3,0xb2,3,3,-0xb2
754,2016-02-19,-0xb1,-0xb2,2,4,0xa1
755,2016-02-22,-0xa0,0xa1,2,0,0xb3
756,2016-02-23,0xb3,0xb3,2,1,-0xb2
757,2016-02-24,-0xb3,-0xb2,2,2,0xb2
758,2016-02-25,0xb1,0xb2,2,3,-0xb3
759,2016-02-26,0xb3,-0xb3,2,4,0xb0
760,2016-02-29,-0xb1,0xb0,2,0,-0xb3
761,2016-03-01,-0xb2,-0xb3,2,1,0xb3
762,2016-03-02,0xb3,0xb3,2,2,0xb3
763,2016-03-03,0xb0,0xb3,1,3,0xb0
764,2016-03-04,0xb0,0xb0,1,4,0xb3
765,2016-03-07,0xb1,0xb3,1,0,-0xa2
766,2016-03-08,0xb1,-0xa2,1,1,0xb0
767,2016-03-09,-0xb1,0xb0,2,2,0xb2
768,2016-03-10,0xa0,0xb2,2,3,-0xb3
769,2016-03-11,-0xa2,-0xb3,2,4,0xb2
770,2016-03-14,0xb3,0xb2,1,0,0xb2
771,2016-03-15,0xa0,0xb2,1,1,0xb1
772,2016-03-16,0xa0,0xb1,1,2,0xb1
773,2016-03-17,0xb1,0xb1,1,3,0xb2
774,2016-03-18,0xb2,0xb2,1,4,0xb3
775,2016-03-21,0xb1,0xb3,1,0,0xb3
776,2016-03-22,0xb0,0xb3,1,1,-0xa0
777,2016-03-23,-0xa0,-0xa0,1,2,0xb1
778,2016-03-24,-0xb1,0xb1,1,3,-0xb2
779,2016-03-25,0xa0,-0xb2,1,4,0xb1
780,2016-03-28,0xa0,0xb1,1,0,-0xb3
781,2016-03-29,0xa0,-0xb3,1,1,-0xb3
782,2016-03-30,0xb1,-0xb3,1,2,0xb3
783,2016-03-31,0xb1,0xb3,0,3,-0xb0
784,2016-04-01,-0xb0,-0xb0,0,4,0xb0
785,2016-04-05,0xb2,0xb0,0,1,0xb3
786,2016-04-06,-0xb1,0xb3,1,2,0xb0
787,2016-04-07,0xb1,0xb0,1,3,-0xb3
788,2016-04-08,-0xb2,-0xb3,1,4,-0xa1
789,2016-04-11,0xa1,-0xa1,1,0,0xb1
790,2016-04-12,-0xa1,0xb1,1,1,-0xb0
791,2016-04-13,0xb2,-0xb0,1,2,0xb2
792,2016-04-14,0xb2,0xb2,0,3,-0xa1
793,2016-04-15,0xb0,-0xa1,0,4,-0xb0
794,2016-04-18,-0xb0,-0xb0,0,0,-0xb2
795,2016-04-19,0xb1,-0xb2,0,1,-0xa0
796,2016-04-20,0xb0,-0xa0,0,2,-0xb3
797,2016-04-21,0xb0,-0xb3,0,3,-0xa2
798,2016-04-22,-0xb1,-0xa2,0,4,0xb2
799,2016-04-25,0xa0,0xb2,0,0,-0xa1
800,2016-04-26,-0xa0,-0xa1,1,1,0xb1
801,2016-04-27,0xa0,0xb1,1,2,-0xb1
802,2016-04-28,0xb0,-0xb1,1,3,-0xb0
803,2016-04-29,-0xb3,-0xb0,1,4,0xa0
804,2016-05-03,-0xb0,0xa0,1,1,0xb3
805,2016-05-04,-0xb1,0xb3,1,2,0xa0
806,2016-05-05,-0xb1,0xa0,1,3,0xb0
807,2016-05-06,-0xa0,0xb0,1,4,-0xb3
808,2016-05-09,0xb1,-0xb3,1,0,-0xb3
809,2016-05-10,-0xb0,-0xb3,1,1,0xb1
810,2016-05-11,0xb3,0xb1,0,2,0xa2
811,2016-05-12,-0xb3,0xa2,1,3,0xb2
812,2016-05-13,0xa1,0xb2,1,4,-0xb0
813,2016-05-16,-0xb2,-0xb0,1,0,0xb2
814,2016-05-17,0xb2,0xb2,1,1,-0xb0
815,2016-05-18,-0xb2,-0xb0,1,2,-0xa1
816,2016-05-19,0xa1,-0xa1,1,3,0xa1
817,2016-05-20,-0xb1,0xa1,1,4,0xb2
818,2016-05-23,0xb1,0xb2,1,0,0xb0
819,2016-05-24,-0xb0,0xb0,1,1,-0xb1
820,2016-05-25,0xb2,-0xb1,1,2,-0xb1
821,2016-05-26,0xb1,-0xb1,0,3,0xb0
822,2016-05-27,-0xb0,0xb0,0,4,0xa0
823,2016-05-30,0xb0,0xa0,0,0,0xb0
824,2016-05-31,0xb0,0xb0,0,1,0xb3
825,2016-06-01,-0xb1,0xb3,1,2,-0xb1
826,2016-06-02,0xa0,-0xb1,1,3,0xb0
827,2016-06-03,0xb0,0xb0,1,4,0xb1
828,2016-06-06,0xa0,0xb1,0,0,-0xb1
829,2016-06-07,0xb1,-0xb1,0,1,-0xa0
830,2016-06-08,0xb0,-0xa0,0,2,-0xb0
831,2016-06-13,0xb1,-0xb0,1,0,-0xb3
832,2016-06-14,-0xb1,-0xb3,2,1,0xb1
833,2016-06-15,-0xb0,0xb1,2,2,0xb3
834,2016-06-16,-0xb1,0xb3,2,3,-0xb0
835,2016-06-17,0xb2,-0xb0,2,4,0xb1
836,2016-06-20,-0xb0,0xb1,2,0,-0xa1
837,2016-06-21,0xb1,-0xa1,1,1,-0xb1
838,2016-06-22,0xa0,-0xb1,2,2,0xb3
839,2016-06-23,-0xb0,0xb3,2,3,-0xb1
840,2016-06-24,0xb2,-0xb1,2,4,-0xb3
841,2016-06-27,-0xb3,-0xb3,3,0,0xb3
842,2016-06-28,-0xb3,0xb3,3,1,0xb2
843,2016-06-29,0xb3,0xb2,2,2,0xb0
844,2016-06-30,0xb3,0xb0,1,3,0xa0
845,2016-07-01,0xb3,0xa0,1,4,-0xa0
846,2016-07-04,0xb0,-0xa0,1,0,0xb3
847,2016-07-05,0xb0,0xb3,1,1,0xb0
848,2016-07-06,-0xb1,0xb0,1,2,0xb1
849,2016-07-07,0xb1,0xb1,1,3,0xa1
850,2016-07-08,-0xa0,0xa1,1,4,-0xb0
851,2016-07-11,0xb2,-0xb0,0,0,0xa1
852,2016-07-12,0xb1,0xa1,0,1,0xb3
853,2016-07-13,0xb1,0xb3,0,2,0xb0
854,2016-07-14,0xb0,0xb0,0,3,-0xa0
855,2016-07-15,0xb1,-0xa0,0,4,-0xa0
856,2016-07-18,0xa0,-0xa0,0,0,-0xb0
857,2016-07-19,0xb0,-0xb0,0,1,-0xb1
858,2016-07-20,0xb0,-0xb1,0,2,-0xb0
859,2016-07-21,0xb0,-0xb0,0,3,0xb1
860,2016-07-22,-0xb1,0xb1,0,4,-0xb2
861,2016-07-25,0xb0,-0xb2,0,0,0xb0
862,2016-07-26,-0xb0,0xb0,0,1,0xb3
863,2016-07-27,-0xa0,0xb3,0,2,-0xb3
864,2016-07-28,-0xa0,-0xb3,0,3,0xb1
865,2016-07-29,-0xa0,0xb1,0,4,-0xb1
866,2016-08-01,-0xa0,-0xb1,0,0,-0xb1
867,2016-08-02,-0xa0,-0xb1,0,1,0xb1
868,2016-08-03,-0xb1,0xb1,0,2,0xb1
869,2016-08-04,0xb0,0xb1,0,3,0xb0
870,2016-08-05,0xb0,0xb0,0,4,0xa1
871,2016-08-08,0xb2,0xa1,0,0,0xb3
872,2016-08-09,-0xb0,0xb3,0,1,0xb2
873,2016-08-10,-0xb0,0xb2,0,2,-0xb1
874,2016-08-11,-0xb0,-0xb1,0,3,-0xa1
875,2016-08-12,0xb1,-0xa1,0,4,0xb3
876,2016-08-15,-0xb0,0xb3,0,0,0xb3
877,2016-08-16,0xb0,0xb3,0,1,-0xb2
878,2016-08-17,-0xb0,-0xb2,0,2,-0xa1
879,2016-08-18,0xa0,-0xa1,0,3,-0xa1
880,2016-08-19,0xb0,-0xa1,0,4,0xa0
881,2016-08-22,-0xb0,0xa0,0,0,-0xb2
882,2016-08-23,-0xa0,-0xb2,0,1,0xb0
883,2016-08-24,-0xb0,0xb0,0,2,-0xb1
884,2016-08-25,-0xb0,-0xb1,0,3,-0xa1
885,2016-08-26,-0xb0,-0xa1,0,4,-0xa0
886,2016-08-29,-0xb1,-0xa0,0,0,0xa0
887,2016-08-30,0xb1,0xa0,0,1,0xa0
888,2016-08-31,-0xb0,0xa0,0,2,0xb1
889,2016-09-01,-0xb0,0xb1,0,3,-0xb2
890,2016-09-02,0xa0,-0xb2,0,4,0xb1
891,2016-09-05,0xa0,0xb1,0,0,-0xa0
892,2016-09-06,0xa0,-0xa0,0,1,0xb1
893,2016-09-07,0xb0,0xb1,0,2,-0xa0
894,2016-09-08,-0xb0,-0xa0,0,3,0xa0
895,2016-09-09,-0xb0,0xa0,0,4,-0xb1
896,2016-09-12,-0xb3,-0xb1,1,0,-0xb0
897,2016-09-13,0xb3,-0xb0,1,1,-0xa0
898,2016-09-14,-0xb3,-0xa0,1,2,-0xb0
899,2016-09-19,-0xb0,-0xb0,1,0,0xb1
900,2016-09-20,-0xa0,0xb1,1,1,-0xb0
901,2016-09-21,-0xb0,-0xb0,1,2,0xb0
902,2016-09-22,0xb2,0xb0,0,3,0xb0
903,2016-09-23,0xb0,0xb0,0,4,-0xb1
904,2016-09-26,-0xb1,-0xb1,0,0,-0xb3
905,2016-09-27,-0xb1,-0xb3,1,1,0xb2
906,2016-09-28,0xb2,0xb2,0,2,-0xb1
907,2016-09-29,0xb1,-0xb1,0,3,0xb0
908,2016-09-30,-0xb2,0xb0,0,4,0xb1
909,2016-10-10,0xb1,0xb1,0,0,0xb2
910,2016-10-11,0xb0,0xb2,0,1,0xb0
911,2016-10-12,-0xb2,0xb0,1,2,0xb0
912,2016-10-13,0xa0,0xb0,1,3,0xb0
913,2016-10-14,0xa1,0xb0,1,4,0xb0
914,2016-10-17,-0xb0,0xb0,1,0,-0xb2
915,2016-10-18,-0xb0,-0xb2,1,1,0xb3
916,2016-10-19,0xa0,0xb3,1,2,-0xb0
917,2016-10-20,0xb0,-0xb0,1,3,0xb0
918,2016-10-21,0xa0,0xb0,1,4,0xb1
919,2016-10-24,-0xa0,0xb1,0,0,0xb2
920,2016-10-25,0xb0,0xb2,0,1,-0xa0
921,2016-10-26,-0xb0,-0xa0,0,2,-0xb0
922,2016-10-27,0xb1,-0xb0,1,3,-0xb0
923,2016-10-28,-0xb1,-0xb0,1,4,-0xb0
924,2016-10-31,-0xa0,-0xb0,1,0,0xa0
925,2016-11-01,-0xb0,0xa0,1,1,0xb1
926,2016-11-02,-0xb1,0xb1,2,2,-0xb1
927,2016-11-03,-0xb0,-0xb1,2,3,0xb3
928,2016-11-04,-0xb0,0xb3,2,4,-0xb0
929,2016-11-07,-0xb0,-0xb0,2,0,0xa0
930,2016-11-08,0xb3,0xa0,2,1,0xa0
931,2016-11-09,0xb1,0xa0,2,2,-0xb1
932,2016-11-10,0xb3,-0xb1,1,3,0xb1
933,2016-11-11,0xb3,0xb1,1,4,0xb2
934,2016-11-14,0xb1,0xb2,1,0,0xb1
935,2016-11-15,-0xa0,0xb1,1,1,0xa0
936,2016-11-16,0xb0,0xa0,0,2,-0xb0
937,2016-11-17,-0xb0,-0xb0,0,3,0xb1
938,2016-11-18,0xb0,0xb1,0,4,-0xb1
939,2016-11-21,-0xb0,-0xb1,0,0,0xb2
940,2016-11-22,0xb0,0xb2,0,1,0xb2
941,2016-11-23,0xb0,0xb2,0,2,0xa0
942,2016-11-24,0xb1,0xa0,0,3,0xb1
943,2016-11-25,0xb1,0xb1,0,4,0xb2
944,2016-11-28,0xb0,0xb2,0,0,-0xa0
945,2016-11-29,-0xb0,-0xa0,0,1,0xb3
946,2016-11-30,0xb0,0xb3,0,2,-0xb1
