,Date,US30_des,lastday_des,vix,weekday,A300_des
947,2016-12-01,-0xa0,-0xb1,0,3,0xb1
948,2016-12-02,0xb0,0xb1,0,4,-0xb2
949,2016-12-05,0xb0,-0xb2,0,0,-0xa1
950,2016-12-06,-0xb0,-0xa1,0,1,-0xb0
951,2016-12-07,0xb0,-0xb0,0,2,0xb1
952,2016-12-08,0xb3,0xb1,0,3,-0xb0
953,2016-12-09,0xb0,-0xb0,0,4,0xb2
954,2016-12-12,0xb1,0xb2,0,0,-0xb3
955,2016-12-13,0xb0,-0xb3,0,1,0xb0
956,2016-12-14,0xb0,0xb0,0,2,-0xb1
957,2016-12-15,-0xb1,-0xb1,0,3,-0xb2
958,2016-12-16,0xb0,-0xb2,0,4,0xb0
959,2016-12-19,-0xb0,0xb0,0,0,-0xb1
960,2016-12-20,0xb0,-0xb1,0,1,-0xb1
961,2016-12-21,0xb0,-0xb1,0,2,0xb2
962,2016-12-22,-0xb0,0xb2,0,3,0xa0
963,2016-12-23,-0xb0,0xa0,0,4,-0xb2
964,2016-12-26,0xb0,-0xb2,0,0,0xb2
965,2016-12-27,0xb0,0xb2,0,1,-0xb0
966,2016-12-28,0xb0,-0xb0,0,2,-0xb1
967,2016-12-29,-0xb1,-0xb1,0,3,0xa0
968,2016-12-30,-0xb0,0xa0,0,4,0xb0
969,2017-01-03,-0xb1,0xb0,0,1,0xb2
970,2017-01-04,0xa0,0xb2,0,2,0xb2
971,2017-01-05,0xb0,0xb2,0,3,-0xb0
972,2017-01-06,-0xa0,-0xb0,0,4,-0xb1
973,2017-01-09,0xb0,-0xb1,0,0,0xb1
974,2017-01-10,-0xb0,0xb1,0,1,-0xb0
975,2017-01-11,-0xa0,-0xb0,0,2,-0xb1
976,2017-01-12,0xb0,-0xb1,0,3,-0xb1
977,2017-01-13,-0xa0,-0xb1,0,4,0xa1
978,2017-01-16,-0xb0,0xa1,0,0,0xa2
979,2017-01-17,-0xb0,0xa2,0,1,0xb1
980,2017-01-18,-0xa0,0xb1,0,2,0xb1
981,2017-01-19,-0xb0,0xb1,0,3,-0xa0
982,2017-01-20,-0xb1,-0xa0,0,4,0xb2
983,2017-01-23,0xb0,0xb2,0,0,0xa0
984,2017-01-24,0xa0,0xa0,0,1,0xa0
985,2017-01-25,0xb1,0xa0,0,2,0xb1
986,2017-01-26,0xb1,0xb1,0,3,0xb0
987,2017-02-03,0xb0,0xb0,0,4,-0xb2
988,2017-02-06,0xb1,-0xb2,0,0,0xa0
989,2017-02-07,0xb0,0xa0,0,1,-0xa0
990,2017-02-08,-0xb0,-0xa0,0,2,0xb1
991,2017-02-09,0xb0,0xb1,0,3,0xb1
992,2017-02-10,0xb1,0xb1,0,4,0xb1
993,2017-02-13,0xb0,0xb1,0,0,0xb1
994,2017-02-14,0xb1,0xb1,0,1,-0xb0
995,2017-02-15,0xb1,-0xb0,0,2,-0xb1
996,2017-02-16,0xb1,-0xb1,0,3,0xb1
997,2017-02-17,-0xb0,0xb1,0,4,-0xb1
998,2017-02-20,0xb0,-0xb1,0,0,0xb3
999,2017-02-21,0xb0,0xb3,0,1,0xb0
1000,2017-02-22,0xb1,0xb0,0,2,0xb0
1001,2017-02-23,0xb0,0xb0,0,3,-0xb1
1002,2017-02-24,-0xa0,-0xb1,0,4,0xb0
1003,2017-02-27,0xb0,0xb0,0,0,-0xb2
1004,2017-02-28,0xb0,-0xb2,0,1,0xb0
1005,2017-03-01,-0xb0,0xb0,0,2,0xa0
1006,2017-03-02,0xb2,0xa0,0,3,-0xb2
1007,2017-03-03,-0xb1,-0xb2,0,4,0xb0
1008,2017-03-06,-0xb0,0xb0,0,0,0xb1
1009,2017-03-07,-0xb0,0xb1,0,1,0xb0
1010,2017-03-08,-0xb0,0xb0,0,2,-0xb0
1011,2017-03-09,-0xb1,-0xb0,0,3,-0xb1
1012,2017-03-10,-0xa0,-0xb1,0,4,0xb0
1013,2017-03-13,-0xa0,0xb0,0,0,0xb2
1014,2017-03-14,-0xb0,0xb2,0,1,0xa0
1015,2017-03-15,-0xb0,0xa0,0,2,0xb0
1016,2017-03-16,0xb1,0xb0,0,3,0xb0
1017,2017-03-17,-0xb0,0xb0,0,4,-0xb3
1018,2017-03-20,-0xb0,-0xb3,0,0,0xa0
1019,2017-03-21,-0xb0,0xa0,0,1,0xb1
1020,2017-03-22,-0xb3,0xb1,0,2,-0xa1
1021,2017-03-23,0xa0,-0xa1,0,3,0xb0
1022,2017-03-24,0xa0,0xb0,0,4,0xb2
1023,2017-03-27,-0xb1,0xb2,0,0,-0xb0
1024,2017-03-28,0xb0,-0xb0,0,1,-0xb0
1025,2017-03-29,0xb2,-0xb0,0,2,-0xb0
1026,2017-03-30,-0xb0,-0xb0,0,3,-0xb2
1027,2017-03-31,0xb0,-0xb2,0,4,0xb1
1028,2017-04-05,-0xb0,0xb1,0,2,0xb2
1029,2017-04-06,-0xb1,0xb2,0,3,0xa0
1030,2017-04-07,0xa0,0xa0,0,4,0xa0
1031,2017-04-10,0xa0,0xa0,0,0,-0xb1
1032,2017-04-11,-0xa0,-0xb1,0,1,0xb1
1033,2017-04-12,0xa0,0xb1,1,2,-0xa0
1034,2017-04-13,-0xb0,-0xa0,1,3,0xb1
1035,2017-04-14,-0xb1,0xb1,1,4,-0xb2
1036,2017-04-17,-0xb1,-0xb2,1,0,0xa0
1037,2017-04-18,0xb2,0xa0,1,1,-0xb1
1038,2017-04-19,-0xa0,-0xb1,1,2,-0xb0
1039,2017-04-20,-0xb1,-0xb0,1,3,0xb1
1040,2017-04-21,0xb2,0xb1,1,4,0xa0
1041,2017-04-24,-0xb0,0xa0,1,0,-0xb2
1042,2017-04-25,0xb0,-0xb2,0,1,0xb1
1043,2017-04-26,0xb1,0xb1,0,2,0xa0
1044,2017-04-27,-0xb0,0xa0,0,3,0xb0
1045,2017-04-28,-0xb0,0xb0,0,4,0xa0
1046,2017-05-02,-0xb0,0xa0,0,1,-0xa0
1047,2017-05-03,0xb0,-0xa0,0,2,-0xb0
1048,2017-05-04,0xb0,-0xb0,0,3,-0xa1
1049,2017-05-05,-0xa0,-0xa1,0,4,-0xb0
1050,2017-05-08,0xb1,-0xb0,0,0,-0xb0
1051,2017-05-09,0xb0,-0xb0,0,1,0xb0
1052,2017-05-10,-0xb0,0xb0,0,2,-0xb1
1053,2017-05-11,-0xb0,-0xb1,0,3,0xb2
1054,2017-05-12,-0xa0,0xb2,0,4,0xb2
1055,2017-05-15,0xb0,0xb2,0,0,0xb0
1056,2017-05-16,0xb0,0xb0,0,1,0xb3
1057,2017-05-17,-0xa0,0xb3,0,2,-0xb1
1058,2017-05-18,-0xb3,-0xb1,1,3,0xb0
1059,2017-05-19,0xb1,0xb0,1,4,0xb0
1060,2017-05-22,0xb1,0xb0,0,0,0xb0
1061,2017-05-23,0xb0,0xb0,0,1,0xb1
1062,2017-05-24,0xb0,0xb1,0,2,0xb1
1063,2017-05-25,0xb0,0xb1,0,3,0xb3
1064,2017-05-26,0xb0,0xb3,0,4,0xa0
1065,2017-05-31,0xb0,0xa0,0,2,-0xa1
1066,2017-06-01,-0xb0,-0xa1,0,3,0xb1
1067,2017-06-02,0xb1,0xb1,0,4,-0xa0
1068,2017-06-05,0xb0,-0xa0,0,0,-0xb0
1069,2017-06-06,-0xb0,-0xb0,0,1,0xb2
1070,2017-06-07,-0xb0,0xb2,0,2,0xb3
1071,2017-06-08,0xb0,0xb3,0,3,0xb2
1072,2017-06-09,0xa0,0xb2,0,4,0xb1
1073,2017-06-12,0xb0,0xb1,0,0,0xa1
1074,2017-06-13,-0xb0,0xa1,0,1,0xb1
1075,2017-06-14,0xb0,0xb1,0,2,-0xb2
1076,2017-06-15,0xb0,-0xb2,0,3,-0xa1
1077,2017-06-16,0xb0,-0xa1,0,4,-0xa0
1078,2017-06-19,0xb0,-0xa0,0,0,0xb2
1079,2017-06-20,0xb1,0xb2,0,1,-0xb1
1080,2017-06-21,-0xb0,-0xb1,0,2,0xb1
1081,2017-06-22,-0xb0,0xb1,0,3,0xa2
1082,2017-06-23,-0xb0,0xa2,0,4,0xb3
1083,2017-06-26,0xb0,0xb3,0,0,0xb3
1084,2017-06-27,-0xa0,0xb3,0,1,0xb0
1085,2017-06-28,-0xb1,0xb0,0,2,-0xb1
1086,2017-06-29,0xb1,-0xb1,0,3,0xb1
1087,2017-06-30,-0xb2,0xb1,0,4,0xb0
1088,2017-07-03,0xa0,0xb0,0,0,-0xb1
1089,2017-07-04,0xb1,-0xb1,0,1,-0xb2
1090,2017-07-05,0xb1,-0xb2,0,2,0xb3
1091,2017-07-06,-0xa0,0xb3,0,3,0xa1
1092,2017-07-07,-0xb1,0xa1,0,4,0xb0
1093,2017-07-10,0xb0,0xb0,0,0,0xa0
1094,2017-07-11,0xb0,0xa0,0,1,0xb1
1095,2017-07-12,-0xa0,0xb1,0,2,-0xb1
1096,2017-07-13,0xb0,-0xb1,0,3,0xb2
1097,2017-07-14,0xb0,0xb2,0,4,0xb1
1098,2017-07-17,0xb1,0xb1,0,0,-0xb2
1099,2017-07-18,-0xb0,-0xb2,0,1,0xb1
1100,2017-07-19,-0xa0,0xb1,0,2,0xb3
1101,2017-07-20,0xb0,0xb3,0,3,0xb1
1102,2017-07-21,-0xb0,0xb1,0,4,-0xb0
1103,2017-07-24,-0xb0,-0xb0,0,0,0xb1
1104,2017-07-25,-0xb0,0xb1,0,1,-0xb1
1105,2017-07-26,-0xb0,-0xb1,0,2,-0xb1
1106,2017-07-27,0xb0,-0xb1,0,3,0xb0
1107,2017-07-28,0xb1,0xb0,0,4,0xb1
1108,2017-07-31,0xb0,0xb1,0,0,0xb1
1109,2017-08-01,0xb0,0xb1,0,1,0xb2
1110,2017-08-02,0xb0,0xb2,0,2,-0xa0
1111,2017-08-03,0xb0,-0xa0,0,3,-0xb2
1112,2017-08-04,0xb0,-0xb2,0,4,-0xb1
1113,2017-08-07,0xb0,-0xb1,0,0,0xb1
1114,2017-08-08,0xb0,0xb1,0,1,0xb0
1115,2017-08-09,-0xa0,0xb0,0,2,0xa0
1116,2017-08-10,0xb0,0xa0,0,3,-0xb0
1117,2017-08-11,-0xb1,-0xb0,1,4,-0xb3
1118,2017-08-14,-0xb0,-0xb3,1,0,0xb3
1119,2017-08-15,0xb0,0xb3,0,1,0xb0
1120,2017-08-16,-0xb0,0xb0,0,2,0xa0
1121,2017-08-17,-0xb0,0xa0,0,3,0xb1
1122,2017-08-18,-0xb3,0xb1,1,4,0xb1
1123,2017-08-21,-0xb0,0xb1,1,0,0xb0
1124,2017-08-22,0xb0,0xb0,0,1,0xa0
1125,2017-08-23,0xb2,0xa0,0,2,0xb0
1126,2017-08-24,-0xb0,0xb0,0,3,-0xb1
1127,2017-08-25,-0xb0,-0xb1,0,4,0xb3
1128,2017-08-28,-0xa0,0xb3,0,0,0xb2
1129,2017-08-29,-0xb0,0xb2,0,1,-0xa0
1130,2017-08-30,0xb1,-0xa0,0,2,0xa0
1131,2017-08-31,0xb0,0xa0,0,3,-0xb1
1132,2017-09-01,0xb0,-0xb1,0,4,0xa0
1133,2017-09-04,0xb0,0xa0,0,0,0xb1
1134,2017-09-05,0xb0,0xb1,0,1,0xb0
1135,2017-09-06,-0xb2,0xb0,0,2,0xa0
1136,2017-09-07,-0xb0,0xa0,0,3,-0xb1
1137,2017-09-08,-0xb0,-0xb1,0,4,-0xa0
1138,2017-09-11,0xb0,-0xa0,0,0,-0xa0
1139,2017-09-12,0xb1,-0xa0,0,1,0xa0
1140,2017-09-13,0xb0,0xa0,0,2,0xa0
1141,2017-09-14,0xb0,0xa0,0,3,-0xb1
1142,2017-09-15,0xb0,-0xb1,0,4,0xa0
1143,2017-09-18,0xb0,0xa0,0,0,0xb0
1144,2017-09-19,0xb0,0xb0,0,1,-0xb1
1145,2017-09-20,0xb0,-0xb1,0,2,0xb0
1146,2017-09-21,0xb0,0xb0,0,3,-0xa0
1147,2017-09-22,-0xb0,-0xa0,0,4,0xb0
1148,2017-09-25,0xb0,0xb0,0,0,-0xb0
1149,2017-09-26,-0xa0,-0xb0,0,1,0xb0
1150,2017-09-27,-0xb0,0xb0,0,2,0xb0
1151,2017-09-28,0xa0,0xb0,0,3,0xb0
1152,2017-09-29,0xb0,0xb0,0,4,0xb0
1153,2017-10-09,0xb0,0xb0,0,0,-0xb2
1154,2017-10-10,-0xb0,-0xb2,0,1,0xa1
1155,2017-10-11,0xb0,0xa1,0,2,0xb1
1156,2017-10-12,0xb0,0xb1,0,3,0xb0
1157,2017-10-13,-0xb0,0xb0,0,4,0xb0
1158,2017-10-16,-0xb0,0xb0,0,0,-0xb0
1159,2017-10-17,0xb0,-0xb0,0,1,0xa0
1160,2017-10-18,0xb0,0xa0,0,2,0xb2
1161,2017-10-19,0xb0,0xb2,0,3,-0xb0
1162,2017-10-20,0xb0,-0xb0,0,4,0xb0
1163,2017-10-23,0xb1,0xb0,0,0,-0xb0
1164,2017-10-24,-0xb0,-0xb0,0,1,0xb2
1165,2017-10-25,0xb1,0xb2,0,2,0xb1
1166,2017-10-26,-0xb1,0xb1,0,3,0xb0
1167,2017-10-27,0xb0,0xb0,0,4,0xb2
1168,2017-10-30,0xb0,0xb2,0,0,-0xb0
1169,2017-10-31,-0xb0,-0xb0,0,1,0xb0
1170,2017-11-01,0xb0,0xb0,0,2,-0xb0
1171,2017-11-02,-0xa0,-0xb0,0,3,0xa0
1172,2017-11-03,0xb0,0xa0,0,4,0xa1
1173,2017-11-06,-0xb0,0xa1,0,0,0xb2
1174,2017-11-07,0xb0,0xb2,0,1,0xb2
1175,2017-11-08,-0xa0,0xb2,0,2,-0xa1
1176,2017-11-09,0xb0,-0xa1,0,3,0xb2
1177,2017-11-10,-0xa0,0xb2,0,4,0xb2
1178,2017-11-13,-0xb0,0xb2,0,0,0xb0
1179,2017-11-14,0xb0,0xb0,0,1,-0xb2
1180,2017-11-15,0xa0,-0xb2,0,2,-0xb0
1181,2017-11-16,-0xb0,-0xb0,0,3,0xb2
1182,2017-11-17,0xb1,0xb2,0,4,0xb1
1183,2017-11-20,-0xb0,0xb1,0,0,0xb3
1184,2017-11-21,0xb0,0xb3,0,1,0xb3
1185,2017-11-22,0xb1,0xb3,0,2,-0xa2
1186,2017-11-23,-0xb0,-0xa2,0,3,-0xb3
1187,2017-11-24,-0xb0,-0xb3,0,4,0xb1
1188,2017-11-27,0xb0,0xb1,0,0,-0xb2
1189,2017-11-28,0xb0,-0xb2,0,1,0xb1
1190,2017-11-29,0xb2,0xb1,0,2,-0xa2
1191,2017-11-30,0xb0,-0xa2,0,3,-0xb1
1192,2017-12-01,0xb3,-0xb1,0,4,-0xa1
1193,2017-12-04,-0xb0,-0xa1,0,0,0xb2
1194,2017-12-05,-0xb1,0xb2,0,1,0xb2
1195,2017-12-06,-0xb1,0xb2,0,2,-0xb0
1196,2017-12-07,-0xb0,-0xb0,0,3,-0xb2
1197,2017-12-08,0xb1,-0xb2,0,4,0xb2
1198,2017-12-11,0xb0,0xb2,0,0,0xb3
1199,2017-12-12,0xb0,0xb3,0,1,-0xb3
1200,2017-12-13,0xb0,-0xb3,0,2,0xb2
1201,2017-12-14,0xb0,0xb2,0,3,-0xb1
1202,2017-12-15,-0xb1,-0xb1,0,4,-0xb2
1203,2017-12-18,0xb0,-0xb2,0,0,0xa1
1204,2017-12-19,0xb0,0xa1,0,1,0xb3
1205,2017-12-20,-0xb0,0xb3,0,2,-0xa0
1206,2017-12-21,-0xb1,-0xa0,0,3,0xb3
1207,2017-12-22,0xb0,0xb3,0,4,-0xb0
1208,2017-12-25,-0xb0,-0xb0,0,0,-0xb1
1209,2017-12-26,-0xb0,-0xb1,0,1,0xb0
1210,2017-12-27,0xb0,0xb0,0,2,-0xb3
1211,2017-12-28,0xb0,-0xb3,0,3,0xb1
1212,2017-12-29,0xb0,0xb1,0,4,0xa0
1213,2018-01-02,-0xb1,0xa0,0,1,0xb2
1214,2018-01-03,0xa0,0xb2,0,2,0xb1
1215,2018-01-04,0xb0,0xb1,0,3,0xb1
1216,2018-01-05,0xb1,0xb1,0,4,0xa0
1217,2018-01-08,0xb2,0xa0,0,0,0xb1
1218,2018-01-09,-0xb0,0xb1,0,1,0xb2
1219,2018-01-10,0xb0,0xb2,0,2,0xb1
1220,2018-01-11,0xa0,0xb1,0,3,0xb0
1221,2018-01-12,0xb1,0xb0,0,4,0xb1
1222,2018-01-15,0xb1,0xb1,0,0,-0xa1
1223,2018-01-16,0xb1,-0xa1,0,1,0xb2
1224,2018-01-17,-0xb2,0xb2,0,2,-0xb0
1225,2018-01-18,0xb2,-0xb0,0,3,0xb0
1226,2018-01-19,-0xb1,0xb0,0,4,0xa1
1227,2018-01-22,0xb0,0xa1,0,0,0xb3
1228,2018-01-23,0xb2,0xb3,0,1,0xb2
1229,2018-01-24,-0xb0,0xb2,0,2,0xa1
1230,2018-01-25,-0xa1,0xa1,0,3,-0xb1
1231,2018-01-26,0xb0,-0xb1,0,4,0xb1
1232,2018-01-29,0xb1,0xb1,0,0,-0xb3
1233,2018-01-30,-0xb1,-0xb3,0,1,-0xb2
1234,2018-01-31,-0xb1,-0xb2,1,2,0xb2
1235,2018-02-01,-0xb1,0xb2,0,3,-0xb2
1236,2018-02-02,0xb1,-0xb2,0,4,0xb3
1237,2018-02-05,-0xb3,0xb3,1,0,0xb3
1238,2018-02-06,-0xb3,0xb3,3,1,-0xb2
1239,2018-02-07,0xb3,-0xb2,3,2,-0xb3
1240,2018-02-08,0xa2,-0xb3,3,3,-0xb0
1241,2018-02-09,-0xb3,-0xb0,3,4,-0xb3
1242,2018-02-12,0xb2,-0xb3,3,0,0xb3
1243,2018-02-13,0xb3,0xb3,3,1,0xb0
1244,2018-02-14,0xb1,0xb0,3,2,0xb1
1245,2018-02-22,0xb3,0xb1,2,3,0xb2
1246,2018-02-23,0xb1,0xb2,2,4,0xb0
1247,2018-02-26,0xb2,0xb0,1,0,0xb1
1248,2018-02-27,0xb3,0xb1,1,1,-0xb3
1249,2018-02-28,-0xb3,-0xb3,1,2,0xa2
1250,2018-03-01,-0xb3,0xa2,2,3,0xb3
1251,2018-03-02,-0xb3,0xb3,3,4,0xa1
1252,2018-03-05,0xb1,0xa1,2,0,-0xa1
1253,2018-03-06,0xb3,-0xa1,2,1,0xb2
1254,2018-03-07,-0xb0,0xb2,2,2,-0xb1
1255,2018-03-08,0xa1,-0xb1,2,3,0xb2
1256,2018-03-09,0xa1,0xb2,1,4,0xb1
1257,2018-03-12,0xb3,0xb1,1,0,-0xa0
1258,2018-03-13,-0xb2,-0xa0,1,1,-0xb2
1259,2018-03-14,-0xb2,-0xb2,1,2,-0xa0
1260,2018-03-15,-0xb3,-0xa0,1,3,0xb2
1261,2018-03-16,0xa1,0xb2,1,4,-0xb2
1262,2018-03-19,0xb0,-0xb2,1,0,0xb1
1263,2018-03-20,-0xb3,0xb1,2,1,0xb2
1264,2018-03-21,0xb0,0xb2,2,2,-0xb2
1265,2018-03-22,-0xa1,-0xb2,1,3,-0xb2
1266,2018-03-23,-0xb3,-0xb2,2,4,0xb0
1267,2018-03-26,-0xb3,0xb0,3,0,0xb1
1268,2018-03-27,0xb3,0xb1,3,1,-0xb1
1269,2018-03-28,-0xb3,-0xb1,3,2,-0xb1
1270,2018-03-29,-0xa2,-0xb1,3,3,0xb2
1271,2018-03-30,0xb1,0xb2,2,4,0xa1
1272,2018-04-02,0xb1,0xa1,2,0,-0xb0
1273,2018-04-03,-0xb3,-0xb0,3,1,0xb0
1274,2018-04-04,0xb3,0xb0,2,2,-0xb1
1275,2018-04-09,0xb3,-0xb1,2,0,0xa1
1276,2018-04-10,-0xb0,0xa1,2,1,0xb3
1277,2018-04-11,0xb2,0xb3,2,2,0xa0
1278,2018-04-12,-0xb1,0xa0,2,3,-0xb2
1279,2018-04-13,0xb2,-0xb2,2,4,-0xb3
1280,2018-04-16,-0xb2,-0xb3,1,0,-0xb3
1281,2018-04-17,0xb1,-0xb3,1,1,-0xb3
1282,2018-04-18,0xb1,-0xb3,1,2,-0xb1
1283,2018-04-19,-0xb0,-0xb1,1,3,0xb2
1284,2018-04-20,-0xa0,0xb2,1,4,-0xb3
1285,2018-04-23,-0xb2,-0xb3,1,0,0xb0
1286,2018-04-24,-0xa0,0xb0,1,1,0xb3
1287,2018-04-25,-0xb3,0xb3,1,2,0xa0
1288,2018-04-26,0xa2,0xa0,2,3,-0xb3
1289,2018-04-27,0xb2,-0xb3,1,4,-0xb1
1290,2018-05-02,-0xa0,-0xb1,1,2,-0xa1
1291,2018-05-03,-0xb2,-0xa1,1,3,0xb2
1292,2018-05-04,0xb1,0xb2,1,4,-0xb0
1293,2018-05-07,0xb3,-0xb0,1,0,0xb3
1294,2018-05-08,0xa0,0xb3,1,1,0xb3
1295,2018-05-09,0xa1,0xb3,1,2,-0xa0
1296,2018-05-10,0xb1,-0xa0,0,3,0xb0
1297,2018-05-11,0xb1,0xb0,0,4,-0xb2
1298,2018-05-14,0xb0,-0xb2,0,0,0xb1
1299,2018-05-15,0xa0,0xb1,0,1,0xa0
1300,2018-05-16,-0xb1,0xa0,1,2,-0xb1
1301,2018-05-17,0xb0,-0xb1,0,3,-0xb2
1302,2018-05-18,-0xa0,-0xb2,0,4,0xb3
1303,2018-05-21,0xa0,0xb3,0,0,-0xa0
1304,2018-05-22,0xb1,-0xa0,0,1,-0xb0
1305,2018-05-23,-0xb2,-0xb0,0,2,-0xb3
1306,2018-05-24,0xb1,-0xb3,0,3,-0xb1
1307,2018-05-25,-0xb0,-0xb1,0,4,-0xa0
1308,2018-05-28,-0xa0,-0xa0,0,0,0xb1
1309,2018-05-29,-0xa0,0xb1,0,1,-0xb1
1310,2018-05-30,-0xb2,-0xb1,1,2,-0xb2
1311,2018-05-31,0xb2,-0xb2,1,3,0xb3
1312,2018-06-01,-0xb2,0xb3,1,4,-0xb1
